date,docx,headline,outlet,topic,url
No date,Sept 22-29,"Library of Bucovina, Suceava assaulted (I think they meant attended) by hundreds at Nocturna Libraries (originally in Romanian)",Monitorul,"Friday night, Bucovina library was the focus of hundreds of Suceava, who found there not only a rich source of reading from books for children and teenagers up to the documents that defies time, but also a place to spend time free, in the company of fine arts - music, theater and graphic arts. Library of Bucovina hald Nocturne Libraries with the support of IREX Romania and Libraries.",http://www.monitorulsv.ro/Cultural-local/2014-09-29/Biblioteca-Bucovinei-asaltata-de-sute-de-suceveni-la-Nocturna-Bibliotecilor
9/28/2014,Sept 22-29,Hundreds of participants from “Nocturnal Libraries” (originally in Romanian),Gazeta de Nord-Vest,"The fifth ""Nocturnal Library"" national event attracted hundreds of attendees. The event was initiated by the National Association of Librarians in Public Libraries in Romania (ANBPR) and supported by IREX Romania and Libraries Program.",http://www.gazetanord-vest.ro/2014/09/sute-de-participanti-la-nocturna-bibliotecilor/
9/30/15,Sept 28 - Oct 4,Connecting the next 4 billion: How access to information underpins every SDG,Devex,The 2030 Agenda for Sustainable Development has been adopted by the UN; discussion on developing digital skills.,http://www.devex.com/news/connecting-the-next-4-billion-how-access-to-information-underpins-every-sdg-87014
10/01/15,Sept 28 - Oct 4,The Fragility Within,Foreign Policy,IREX CEO and President Kristin Lord analyzes the ways in which the global development community needs to change its approach in terms of development practices.,http://foreignpolicy.com/2015/10/01/the-fragility-within-international-development/
10/01/15,Sept 28 - Oct 4,Messengers of Peace—Dialogue Among Peace Messengers –“Partnership for Peace-Dignity for All – Part 3”,The Liberian Observer,"Executive Director Gwendolyn S. Myers of Messengers of Peace-Liberia Inc. reflects on gender dynamics and female empowerment around the world, especially in Liberia, and thanks mentors like Maureen Sieh of IREX Liberia for their continued support. ",http://www.liberianobserver.com/youth/messengers-peace-41
10/01/15,Sept 28 - Oct 4,Plan for information programs is irreversible – MICAT Official declares,Heritage Liberia,"Liberia recently observed International Rights to Know Day as the country’s government works to increase citizen’s access government information; the program marking the day was organized by the IIC, USAID, and IREX.",http://www.heritageliberia.net/heritagenews/index.php/2014-07-17-10-02-56/general-news/item/1220-plan-for-information-programs-is-irreversible-micat-official-declares
10/01/15,Sept 28 - Oct 4,Apply Now for the 2016 Mandela Washington Fellowship,Star Africa,"Applications for the Mandela Washington Fellowship have now been opened for Summer 2016; applications will be accepted through Nov. 11, 2015.",http://en.starafrica.com/news/apply-now-for-the-2016-mandela-washington-fellowship.html
10/01/15,Sept 28 - Oct 4,In library told Ilovaysk—In the Library Network Volyn active integrated system of patriotic education [Originally in Ukrainian],Ukurier.gov.ua,"The book “IIovaysk” was presented in the Volyn regional scientific library, Pchilka Library; the library is part of IREX’s program to improve libraries in Ukraine.",http://ukurier.gov.ua/uk/articles/u-knigozbirni-rozpovili-pro-ilovajsk/
10/03/15,Sept 28 - Oct 4,"10 lessons in life, journalism from Ukraine",Daily Press,A former IREX employee recounts her time working with media in Ukraine as part of the IREX Ukraine team.,http://www.dailypress.com/news/opinion/feedback/dp-nws-feedback-1004-20151003-story.html
9/29/2014,Sept 29-Oct 6,De Waal: In Azerbaijani prisons are 98 political prisoners and President Ilham Aliyev can not cope with the oligarchs (originally in Russian),Erkramas,Government restricted the activities of prominent NGOs Oxfam and IREX. Azerbaijan created a system of wealthy oligarchs but wants to maintain relations with the U.S. and Western oil companies as long as the West does not interfere with its governing systems.,http://www.yerkramas.org/2014/09/29/t-de-vaal-v-tyurmax-azerbajdzhana-naxodyatsya-98-politzaklyuchennyx-a-prezident-i-aliev-ne-mozhet-spravitsya-s-oligarxami/
10/1/2014,Sept 29-Oct 6,From Bulgaria to Boston,Community Inclusion Tumblr,Krasimir Chervenkov just joined the ICI as a Community Solutions Program Fellow. His fellowship is underwritten by a U.S. Department of State fellowship implemented by IREX.,http://communityinclusion.tumblr.com/post/98906775637/from-bulgaria-to-boston?utm_content=buffer5e125&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer
10/1/2014,Sept 29-Oct 6,"Governance Challenges, Social Barriers, and the Upcoming U.S. Mission to Fight Ebola",The National Law Review,"On September 18, IREX sponsored a Washington DC event entitled Ebola in Liberia: The Challenges of Preserving Peace in a Public Crisis. Describes panelists. Experts highlighted social realities that hindered the fight against Ebola. Article summarizes event",http://www.natlawreview.com/article/governance-challenges-social-barriers-and-upcoming-us-mission-to-fight-ebola
10/1/2014,Sept 29-Oct 6,Azerbaijan doesn’t want to be Western: Thomas de Waal,Armenpress,"Western organizations such as the nonprofit educational organization IREX, the National Democratic Institute and even the charity Oxfam have been harassed: their bank accounts have been frozen or they have been forced to leave the country. Reprint of F",http://armenpress.am/eng/news/778425/azerbaijan-doesnt-want-to-be-western-thomas-de-waal.html
10/2/2014,Sept 29-Oct 6,New Program to Introduce internet to Myanmar’s public libraries,Mizzima,"Computers with internet access will be introduced in 55 of Myanmar’s public libraries under a program due to begin this October. The MBAPF, the Ministry of Information, phone network Ooredoo and Beyond Access, a global community of public library advocates and practitioners whose program team are based at IREX, a US based non-governmental organization to promote education, the media and community.",http://www.mizzima.com/mizzima-news/development/item/13344-new-program-to-introduce-internet-to-myanmar-s-public-libraries/13344-new-program-to-introduce-internet-to-myanmar-s-public-libraries
10/2/2014,Sept 29-Oct 6,Three Romanians on New Europe 100 Innovators list,Romania-Insider.com,"Three Romanians were selected for the New Europe 100, a list of outstanding challengers who are leading world-class innovation from Central and Eastern Europe. They are inventor Ionut Alexandru Budisteanu, Paul-Andre Bran, the manager of the Biblionet program, and Cristian Botan, the creator of the jobs.gov.ro portal for transparency in public administration. Paul-Andre Baran, 40, is program director for IREX in Romania where he manages the Biblionet program, a five-year, USD 26.9 million initiative funded by Bill and Melinda Gates Foundation. TProfiles of each person follows.",http://www.romania-insider.com/three-romanians-on-new-europe-100-innovators-list/132731/
10/3/2014,Sept 29-Oct 6,Time for Sanctions on Banku,Azeri Report,"As the West has turned its attention to the Islamic State and the Ukraine crisis, the government of President Ilham Aliyev has expanded its crackdown on dissenting voices in Azerbaijan with harassment, threats, beatings, and arrests. Even American citizens and international NGOs have bet caught up in the widening net of repression. The local offices of several American and international non-governmental organizations have been raided and/or their bank accounts frozen, and their employees harassed including IREX, the National Democratic Institute, Transparency International, and Oxfam. Several grantees of the National Endowment for Democracy have been arrested, and numerous others have had their accounts frozen.",http://azerireport.com/index.php?option=com_content&task=view&id=4421&Itemid=53
10/4/2014,Sept 29-Oct 6,Head of Freedom House and ex-US ambassador to Azerbaijan call for applying sanctions against Baku,Panorama ,Reprint of Azeri Report article,http://www.panorama.am/en/politics/2014/10/04/azerbaijan-american-interest/
9/9/15,Sept 7 - Sept 13,Kirkwood Welcomes Thomas Jefferson Scholarship Participants from Tunisia,Kirkwood Report,Kirkwood Community College welcomed new students who are participants of the U.S. Department of State’s Thomas Jefferson Scholarship Program’s Tunisia Community College Scholarship Program (TCCSP); the program is sponsored by the Bureau of Educational and Cultural Affairs and administered by IREX.,http://kirkwoodonlinenews.org/?p=6995
9/9/15,Sept 7 - Sept 13,Liberia: Lack of Reporting on Ebola Funds Accountability Claims Attention,All Africa,"A preliminary report released by IREX details a lack of reporting accountability during the Ebola crisis, stating--along with the Center for Media Studies and Peace Building—that there needs to be more reporting on accountability of Ebola funds.",http://allafrica.com/stories/201509091676.html
9/9/15,Sept 7 - Sept 13,CEMESP Launches Report On Media Performance,The New Dawn Liberia,The Center for Media Studies & Peace Building (CEMESP) released a report with the Press Union of Liberia on media reporting of accountability of Ebola funds.,http://www.thenewdawnliberia.com/news/8365-cemesp-launches-report-on-media-performance
9/9/15,Sept 7 - Sept 13,"Fellows inspire, ignite",UDaily,UD Fellows’ Ignite Talks at the 2015 YALI Presidential Summit in Washington D.C. are showcased and praised.,http://www.udel.edu/udaily/2016/sep/ignite-talks-090915.html
9/9/15,Sept 7 - Sept 13,A course in photography at the Quad-Ahly Qalqilya[Originally in Arabic],Maan News,"With assistance from IREX, Qalqilya Club Center ran a photography course.",https://www.maannews.net/Content.aspx?id=797454
9/9/15,Sept 7 - Sept 13,Qalqilya Al Ahli Club organizes photography course[Originally in Arabic],Alwatan Voice,"With assistance from IREX, Qalqilya Club Center ran a photography course.",http://www.alwatanvoice.com/arabic/news/2015/09/09/773060.html
9/10/15,Sept 7 - Sept 13,Work Vinnitsa American journalists interested in City Hall[Originally in Ukrainian],Myvin.com.ua,American reporters from American WSIL-TV in Illinois visited the Vinnitsa mayor’s office to discuss media transparency; the reporters were part of an exchange program run by IREX.,http://www.myvin.com.ua/ua/news/politics/37077.html
9/12/15,Sept 7 - Sept 13,Zimbabwean Attached to American NGO Getting Critical Community Solution Skills,VOA Zimbabwe,Patience Malaba from Zimbabwe is a Community Solutions Program participant—a program run by IREX.,http://www.voazimbabwe.com/content/zimbabwean-hoping-to-derive-concrete-community-solution-ideas-in-washington/2960562.html
9/14/15,Sept 7 - Sept 13,American TV journalists shared their experience with the students hoped to them[Originally in Ukrainian],Pedpresa.ua,American reporters from American WSIL-TV in Illinois visited the Vinnitsa mayor’s office to discuss media transparency; the reporters were part of an exchange program funded by the U.S. Department of State and administered by IREX.,http://pedpresa.ua/137274-zhurnalisty-amerykanskogo-telekanalu-dilylysya-dosvidom-zi-studentamy-zhdu-im-ivana-franka.html
9/8/2014,Sept 7-15,"Estonian Faces Spy Charge in Moscow, NATO Members Deny Plan to Arm Ukraine",TOL,"Baku targets U.S.-based civil society group IREX. Summary of what IREX does, how it had its bank accounts frozen, and the arrest of other activists. Says state’s actions are part of anti-Armenian sentiment.",http://www.tol.org/client/article/24461-estonian-faces-spy-charge-in-moscow-nato-members-deny-plan-to-arm-ukraine.html
